candidate_id,gender,race,age,education,experience_years,skill_score,interview_score,hired
515,Male,White,53,Bachelor,13,92.1,39.1,1
516,Male,White,24,Bachelor,19,57.9,69.9,1
517,Male,Black,24,Bachelor,18,90.4,57.9,1
518,Female,Hispanic,49,High School,12,48.7,90.1,0
519,Non-binary,White,65,PhD,9,67.4,41.7,1
520,Male,Hispanic,36,Master,20,90.1,20.3,1
521,Female,White,62,Bachelor,4,52.8,33.0,0
522,Male,Hispanic,44,PhD,26,96.8,48.0,1
523,Non-binary,White,61,Bachelor,22,38.5,45.3,1
524,Female,White,32,PhD,19,31.3,83.3,1
525,Female,Black,53,Bachelor,28,93.3,74.4,0
526,Female,White,57,High School,19,34.8,44.0,1
527,Male,White,54,Master,24,99.4,56.6,1
528,Male,White,45,Master,5,96.6,27.6,1
529,Male,Asian,60,Master,30,39.6,91.9,1
530,Female,Black,55,PhD,3,67.6,94.8,1
531,Female,White,49,Master,1,42.9,98.4,1
532,Non-binary,Black,58,Master,21,60.0,89.5,1
533,Non-binary,Asian,28,Master,15,34.3,33.9,0
534,Female,White,25,Master,17,45.7,23.7,1
535,Female,Black,58,Bachelor,4,55.4,66.4,0
536,Non-binary,White,22,Master,21,60.7,93.0,1
537,Female,White,22,Bachelor,3,98.4,34.2,0
538,Male,Asian,41,Master,29,86.6,20.6,0
539,Female,White,40,Master,12,81.6,84.4,1
540,Male,Black,50,Master,18,67.6,26.1,1
541,Non-binary,Asian,31,Master,22,88.8,53.1,1
542,Female,White,39,Master,1,53.8,74.3,1
543,Male,Black,49,Bachelor,12,79.6,38.9,1
544,Female,White,56,Master,10,99.6,26.7,0
545,Female,Hispanic,64,Bachelor,29,52.0,81.6,1
546,Male,Black,52,High School,21,77.2,70.4,1
547,Male,Asian,48,Bachelor,28,89.1,99.1,0
548,Female,Black,32,Bachelor,3,94.1,47.5,1
549,Female,White,59,Bachelor,21,80.3,24.9,1
550,Female,Black,26,Master,19,49.9,78.7,1
551,Female,Hispanic,29,Bachelor,19,52.8,61.7,0
552,Female,Black,55,Bachelor,14,31.5,37.1,0
553,Female,Asian,33,High School,3,83.3,82.5,1
554,Female,Hispanic,59,Bachelor,8,33.0,36.3,0
555,Female,White,22,Master,6,90.5,40.9,0
556,Male,White,52,High School,18,38.3,27.4,0
557,Male,Black,25,Bachelor,18,42.0,52.0,0
558,Male,Black,26,Bachelor,5,63.4,53.5,0
559,Female,Asian,51,High School,5,81.7,61.2,0
560,Female,Hispanic,45,Bachelor,19,39.7,76.7,1
561,Female,White,24,High School,14,60.8,92.5,1
562,Male,White,32,Master,14,63.8,31.0,1
563,Male,Asian,25,Master,24,44.9,24.3,0
564,Male,White,47,Bachelor,19,38.1,21.5,0
565,Male,Asian,48,PhD,8,88.5,31.5,1
566,Female,Black,64,Bachelor,3,65.2,72.6,1
567,Male,Asian,48,Bachelor,17,31.0,78.2,1
568,Male,White,63,PhD,17,86.2,82.9,1
569,Non-binary,Black,27,Bachelor,4,98.7,39.5,0
570,Male,Black,36,PhD,19,72.4,44.5,0
571,Female,Black,51,High School,22,65.3,58.7,0
572,Female,White,63,Bachelor,29,91.5,25.1,0
573,Male,Asian,58,High School,10,96.7,68.9,1
574,Female,Hispanic,58,Master,4,82.8,98.7,0
575,Female,White,63,Master,21,61.2,48.9,1
576,Non-binary,White,58,Master,25,71.5,80.2,1
577,Male,White,56,Bachelor,3,79.1,60.0,1
578,Non-binary,Black,44,Bachelor,28,43.6,30.2,1
579,Female,Black,27,High School,11,61.3,66.6,0
580,Male,Black,25,Bachelor,1,88.1,44.0,1
581,Female,White,39,PhD,12,75.8,22.8,0
582,Non-binary,White,30,Bachelor,9,58.8,70.8,1
583,Female,Black,50,Master,8,76.4,88.7,1
584,Male,Black,34,Master,9,38.3,47.6,0
585,Female,Hispanic,38,Bachelor,30,58.1,51.2,1
586,Male,White,53,Master,6,85.5,91.3,1
587,Male,Asian,43,High School,3,45.4,85.1,1
588,Male,Black,25,High School,18,43.0,77.2,0
589,Male,Black,26,High School,9,96.6,39.9,1
590,Male,Asian,58,Bachelor,29,44.7,92.8,1
591,Male,Asian,62,Bachelor,30,48.3,32.4,1
592,Female,Hispanic,34,Bachelor,2,97.9,70.1,0
593,Male,White,55,Bachelor,24,81.4,22.3,1
594,Male,White,43,Bachelor,20,79.0,71.5,1
595,Female,Asian,44,Master,28,89.7,42.2,1
596,Female,Black,24,Master,30,38.1,56.0,0
597,Female,White,63,High School,18,79.4,47.6,1
598,Male,White,55,Bachelor,30,65.3,33.8,1
599,Male,White,53,Master,20,88.0,69.8,1
600,Male,Hispanic,42,Bachelor,1,65.6,90.6,0
601,Male,White,65,Master,26,73.4,96.7,1
602,Male,White,42,Bachelor,19,63.4,35.4,1
603,Male,White,65,Bachelor,9,63.5,77.4,1
604,Male,White,32,High School,1,83.8,73.1,1
605,Male,White,60,Bachelor,1,74.0,47.5,1
606,Female,Black,25,Master,27,74.3,21.5,0
607,Male,White,22,Bachelor,23,61.5,75.2,1
608,Male,Asian,49,Master,16,67.2,95.6,0
609,Female,White,45,Master,15,82.2,70.6,1
610,Female,Black,56,Bachelor,15,87.8,54.8,1
611,Male,Hispanic,34,Master,13,78.8,62.0,1
612,Female,Asian,55,Bachelor,6,94.7,36.0,0
613,Female,Black,32,Bachelor,20,87.4,80.0,0
614,Male,White,57,Master,30,69.3,79.7,1
615,Female,White,38,Bachelor,10,77.0,31.6,1
616,Non-binary,Asian,56,Bachelor,23,94.8,90.2,1
617,Male,Hispanic,39,High School,0,73.3,41.5,1
618,Male,Asian,61,Bachelor,10,87.7,98.6,1
619,Female,Black,43,Master,22,78.2,50.6,1
620,Female,Asian,45,Master,20,68.6,34.2,1
621,Male,Black,40,Master,3,46.9,48.1,0
622,Male,White,58,Master,6,59.8,55.2,0
623,Male,Black,60,Bachelor,25,97.7,25.5,1
624,Female,Hispanic,42,Bachelor,14,76.0,66.3,1
625,Female,White,29,High School,17,69.5,67.8,1
626,Male,Asian,49,Bachelor,11,95.3,79.1,1
627,Female,White,26,Bachelor,30,71.1,22.3,1
628,Female,Black,38,PhD,16,66.8,63.3,0
629,Male,White,58,Bachelor,0,83.2,24.2,0
630,Male,Black,57,Bachelor,10,79.9,76.1,1
631,Female,Asian,40,Bachelor,27,43.5,24.5,1
632,Female,White,48,Master,0,63.0,92.9,1
633,Female,Asian,55,Master,14,63.1,76.2,1
634,Female,Asian,32,Bachelor,27,56.5,60.6,0
635,Male,Hispanic,33,Bachelor,20,66.2,55.3,1
636,Male,White,42,Master,9,58.9,30.5,0
637,Female,White,32,Bachelor,6,44.0,43.3,1
638,Male,White,60,Bachelor,1,58.9,89.5,0
639,Male,Hispanic,49,Master,9,35.1,92.4,1
640,Male,Hispanic,26,Master,23,70.3,20.1,0
641,Male,Black,38,High School,3,89.8,67.5,1
642,Male,Asian,41,Master,11,80.8,77.5,1
643,Male,Black,62,Master,18,55.2,69.5,0
644,Male,Black,33,Bachelor,25,36.1,26.5,0
645,Male,White,27,PhD,10,44.2,37.4,1
646,Female,Asian,38,Master,7,68.2,40.0,1
647,Female,White,40,Master,17,44.5,86.5,1
648,Female,Asian,47,Master,10,68.1,57.1,0
649,Female,Asian,65,High School,10,46.2,58.9,0
650,Female,Asian,65,Bachelor,12,89.4,94.8,1
651,Male,White,53,Bachelor,2,57.8,71.0,1
652,Female,White,27,Bachelor,11,47.2,91.9,0
653,Female,White,57,Bachelor,2,86.9,56.5,0
654,Female,White,59,Master,9,54.0,32.0,0
655,Male,White,32,Master,26,37.8,94.4,1
656,Male,Hispanic,54,Master,16,69.9,56.7,1
657,Male,Black,45,Master,21,70.7,34.5,1
658,Male,White,44,Master,1,80.0,44.2,0
659,Female,White,36,Bachelor,16,46.8,24.1,1
660,Female,Black,48,Bachelor,15,61.1,57.5,0
661,Male,Black,32,Bachelor,1,49.8,88.3,1
662,Non-binary,Black,38,Master,27,35.7,94.7,1
663,Female,Hispanic,35,Bachelor,21,91.4,94.6,0
664,Male,Black,48,Master,29,81.0,30.0,1
665,Male,Hispanic,39,High School,19,51.1,50.6,1
666,Male,Hispanic,49,Master,5,72.0,22.3,0
667,Male,White,25,Master,27,44.1,88.4,1
668,Male,Hispanic,28,Master,24,92.3,48.7,1
669,Male,White,56,PhD,28,38.0,70.5,1
670,Male,Asian,30,Master,9,30.3,77.2,0
671,Male,White,29,PhD,27,65.1,54.4,1
672,Female,Hispanic,38,PhD,9,70.8,44.5,1
673,Male,Hispanic,38,Master,7,70.5,97.0,0
674,Female,Asian,54,Master,0,33.8,97.2,0
675,Male,Asian,53,High School,12,52.0,43.2,0
676,Non-binary,White,29,Bachelor,23,64.9,58.4,1
677,Male,White,40,Bachelor,8,45.2,97.8,1
678,Male,Black,59,Bachelor,21,91.1,20.4,1
679,Non-binary,White,24,Bachelor,9,36.1,53.0,0
680,Female,Asian,26,PhD,14,64.1,28.0,0
681,Female,White,34,Master,4,78.4,60.7,0
682,Male,Hispanic,52,Master,21,48.3,22.0,0
683,Male,Black,37,Bachelor,15,73.7,52.6,1
684,Female,Asian,53,High School,12,88.1,37.7,1
685,Non-binary,White,43,High School,21,43.3,62.7,1
686,Female,Hispanic,50,Bachelor,24,94.2,99.7,1
687,Female,Hispanic,43,High School,19,68.7,84.0,1
688,Male,Black,64,High School,17,50.9,87.7,1
689,Female,Black,24,PhD,10,60.2,70.8,0
690,Male,Asian,31,Master,26,51.9,23.3,1
691,Male,White,63,Bachelor,8,80.8,36.5,1
692,Male,Black,42,High School,15,85.7,94.0,1
693,Female,White,37,Bachelor,1,88.3,49.3,1
694,Male,White,33,High School,25,99.0,28.3,1
695,Male,White,23,PhD,24,85.4,76.2,1
696,Female,White,62,Bachelor,1,72.1,44.0,0
697,Male,White,45,Bachelor,11,53.7,41.5,1
698,Female,White,56,Bachelor,7,68.1,99.8,1
699,Male,Hispanic,51,High School,8,32.9,88.7,0
700,Female,Black,51,Master,11,82.1,52.6,0
701,Female,Hispanic,56,Master,25,61.2,98.4,1
702,Male,Black,40,Master,8,31.4,72.0,0
703,Male,White,29,High School,9,34.4,79.4,1
704,Male,Black,47,Bachelor,24,57.1,22.5,1
705,Male,Black,61,Bachelor,1,70.8,29.7,0
706,Non-binary,White,28,Master,15,62.5,70.6,1
707,Male,Black,51,Bachelor,19,73.3,91.9,1
708,Female,White,28,Bachelor,6,63.6,69.9,1
709,Male,Black,24,Master,27,76.3,30.7,1
710,Female,Asian,22,Master,1,45.3,29.3,0
711,Female,White,57,Bachelor,0,37.9,87.5,1
712,Female,White,46,Bachelor,18,71.8,31.1,0
713,Female,Asian,58,Bachelor,27,63.9,61.6,0
714,Male,Black,22,Master,3,31.9,23.0,0
715,Male,White,36,Bachelor,23,56.6,26.5,1
716,Non-binary,Hispanic,58,PhD,21,37.4,73.8,0
717,Female,White,34,Bachelor,26,67.2,75.1,0
718,Non-binary,Asian,61,PhD,1,57.7,47.3,0
719,Male,Hispanic,29,Master,30,72.9,37.2,1
720,Female,White,26,Bachelor,24,86.4,85.1,1
721,Non-binary,White,30,Master,13,51.0,37.4,1
722,Male,White,22,High School,1,97.3,63.4,1
723,Male,White,57,PhD,28,67.5,97.5,1
724,Female,White,56,Master,14,73.3,31.8,0
725,Female,Asian,23,High School,11,77.6,95.3,1
726,Female,White,61,Master,4,76.7,34.6,1
727,Male,Black,44,PhD,27,65.8,65.4,1
728,Female,Hispanic,30,High School,19,60.0,50.2,1
729,Male,Asian,55,Bachelor,28,33.8,97.2,1
730,Male,Black,35,Master,6,31.5,41.9,0
731,Male,White,25,Master,23,55.1,52.0,1
732,Female,Black,51,Bachelor,20,53.4,98.6,0
733,Female,Black,52,Bachelor,9,57.1,62.9,0
734,Female,Black,59,High School,13,39.7,60.2,0
735,Male,White,32,Bachelor,13,81.7,40.6,1
736,Female,Hispanic,56,Bachelor,4,90.0,76.1,0
737,Male,Black,29,PhD,17,95.7,21.1,1
738,Female,White,24,High School,23,64.5,24.0,0
739,Male,White,35,Master,13,79.1,67.9,1
740,Male,Black,34,High School,1,89.9,47.3,0
741,Female,Asian,53,High School,25,59.3,96.3,0
742,Male,Asian,55,Bachelor,11,51.7,92.3,1
743,Female,Asian,40,Bachelor,21,95.6,77.1,1
744,Female,White,59,Master,23,66.1,85.5,1
745,Male,Black,37,PhD,5,64.8,73.4,0
746,Female,Black,23,Master,3,42.5,30.0,0
747,Male,White,61,PhD,12,37.6,81.2,1
748,Female,White,38,Master,3,88.9,36.8,0
749,Non-binary,Asian,55,Bachelor,21,73.0,45.9,0
750,Female,White,63,Master,13,52.8,85.5,1
751,Male,Black,37,Master,30,43.4,62.9,1
752,Non-binary,White,59,High School,15,68.9,88.8,1
753,Female,White,23,Master,28,70.9,37.0,1
754,Male,White,23,High School,3,44.5,68.6,0
755,Male,Hispanic,47,Bachelor,23,89.6,26.7,1
756,Female,Asian,34,Master,24,35.9,71.4,1
757,Female,Hispanic,52,High School,0,54.9,81.0,0
758,Female,Black,55,Bachelor,12,77.6,66.8,1
759,Female,White,60,PhD,3,49.2,41.3,0
760,Female,Black,24,Master,19,87.9,22.5,1
761,Male,Black,29,Bachelor,17,81.8,29.6,1
762,Male,Asian,44,Master,5,85.2,69.8,1
763,Male,White,35,Bachelor,2,38.3,94.8,1
764,Female,Black,48,Bachelor,22,39.8,36.5,0
765,Male,White,50,PhD,12,50.1,78.8,1
766,Female,White,60,Master,26,66.3,89.3,1
767,Female,Asian,60,Bachelor,15,82.4,61.7,0
768,Female,Black,22,Master,26,88.6,73.5,1
769,Male,White,38,Master,4,79.3,85.2,1
770,Female,White,62,High School,3,95.0,40.9,1
771,Male,Black,51,Bachelor,20,81.7,43.8,0
772,Female,Asian,34,Bachelor,7,51.4,20.1,0
773,Male,Hispanic,42,Master,18,48.6,97.0,0
774,Male,Hispanic,40,Master,13,78.7,93.4,1
775,Female,Asian,40,Master,6,43.5,81.2,1
776,Male,White,46,PhD,30,36.5,26.3,1
777,Male,Asian,43,Master,13,67.3,55.8,0
778,Female,Black,52,High School,5,87.5,28.2,0
779,Female,White,38,Bachelor,11,37.1,21.3,1
780,Female,Asian,44,Bachelor,15,85.4,69.3,1
781,Female,White,53,Bachelor,16,86.8,96.9,1
782,Female,Hispanic,31,Master,12,63.8,92.2,1
783,Male,Black,31,Master,22,34.0,75.7,0
784,Male,Black,57,Bachelor,13,42.2,27.7,0
785,Male,Asian,29,Bachelor,28,79.5,41.9,0
786,Non-binary,Hispanic,41,Master,6,79.8,45.6,0
787,Female,Black,53,Bachelor,13,92.9,81.1,0
788,Male,Black,35,High School,14,70.8,84.2,1
789,Female,White,49,Bachelor,11,38.7,50.8,0
790,Non-binary,Black,45,High School,16,38.5,53.4,1
791,Male,White,36,PhD,8,80.5,23.6,1
792,Female,Asian,43,High School,21,42.9,43.1,0
793,Female,Black,51,Bachelor,14,53.0,56.1,1
794,Female,Asian,25,Bachelor,11,64.1,29.4,0
795,Male,White,34,PhD,1,31.7,56.3,1
796,Female,White,44,High School,4,47.4,88.3,0
797,Non-binary,Asian,29,High School,12,58.6,66.5,0
798,Female,White,39,High School,26,49.6,26.3,0
799,Female,White,33,High School,19,39.5,35.3,1
800,Non-binary,White,52,Bachelor,22,81.0,58.0,1
801,Female,Hispanic,35,Master,7,86.9,48.9,0
802,Male,Asian,55,Bachelor,26,48.0,48.7,1
803,Female,White,39,High School,13,84.2,62.3,1
804,Female,White,55,Master,14,57.0,66.8,1
805,Male,White,32,Bachelor,10,65.5,83.7,1
806,Female,Asian,62,Bachelor,0,89.9,47.3,0
807,Non-binary,Asian,33,Bachelor,20,82.5,84.4,1
808,Non-binary,White,36,PhD,30,86.4,47.1,1
809,Female,White,52,High School,2,39.6,24.4,0
810,Male,White,50,Master,16,34.9,64.3,1
811,Non-binary,Asian,47,Master,27,92.5,67.0,1
812,Female,Asian,39,High School,18,57.1,94.8,1
813,Male,White,53,PhD,13,50.2,78.1,1
814,Non-binary,White,43,Bachelor,21,80.7,93.4,1
815,Female,White,59,High School,29,88.5,92.7,1
816,Female,Hispanic,38,Master,22,90.4,68.4,1
817,Female,White,44,Master,7,52.1,62.2,1
818,Male,Asian,45,Master,12,89.7,64.6,1
819,Male,Black,29,High School,26,32.9,98.3,0
820,Male,White,62,Bachelor,19,33.5,81.9,1
821,Female,White,27,Master,2,73.6,28.5,1
822,Male,White,26,Bachelor,4,34.4,82.3,1
823,Male,Black,65,Bachelor,8,52.7,33.6,0
824,Male,Asian,50,High School,28,77.1,55.8,1
825,Female,Black,49,High School,5,53.6,36.8,0
826,Non-binary,Black,32,Master,30,42.6,75.2,1
827,Male,White,22,Bachelor,24,49.7,90.2,1
828,Male,Hispanic,64,PhD,30,62.0,43.2,0
829,Female,Asian,40,Bachelor,21,63.3,26.6,0
830,Female,White,30,Master,1,84.8,43.9,1
831,Male,Hispanic,48,Bachelor,12,82.5,73.8,1
832,Female,Black,55,Bachelor,4,62.0,46.3,0
833,Male,Black,65,High School,27,89.2,42.2,1
834,Male,Asian,25,Bachelor,26,38.0,34.8,1
835,Female,Asian,57,Bachelor,24,47.9,59.8,1
836,Male,Asian,39,PhD,7,88.0,42.1,1
837,Non-binary,White,36,Master,22,56.5,78.5,1
838,Male,White,34,High School,0,98.7,26.1,1
839,Female,Hispanic,40,High School,19,62.6,73.1,1
840,Female,White,27,High School,11,85.4,39.0,0
841,Male,White,33,Bachelor,22,58.2,59.1,1
842,Female,Black,58,Master,10,59.7,42.9,0
843,Male,Black,38,PhD,6,56.8,77.8,1
844,Non-binary,Black,44,High School,14,80.3,95.6,1
845,Male,Hispanic,47,Bachelor,21,68.3,93.4,1
846,Male,White,50,Bachelor,23,96.1,66.7,1
847,Male,White,54,Master,10,47.6,57.0,0
848,Non-binary,White,48,Bachelor,28,37.0,85.5,1
849,Female,Hispanic,46,Master,21,57.5,74.7,1
850,Female,Black,31,Master,25,73.2,34.7,0
851,Male,White,44,High School,15,90.3,85.7,1
852,Female,Asian,42,Master,2,54.2,54.3,0
853,Male,Hispanic,42,High School,19,75.8,35.1,0
854,Female,Asian,64,Master,13,54.5,42.5,1
855,Male,Hispanic,34,Bachelor,2,73.2,41.4,1
856,Male,White,58,Bachelor,0,91.9,61.5,1
857,Male,Asian,54,PhD,30,46.2,38.7,1
858,Female,Black,45,Master,25,58.3,29.9,0
859,Female,Asian,65,Master,20,99.5,29.9,0
860,Male,Asian,32,Bachelor,14,90.8,66.7,1
861,Female,Asian,38,Master,0,69.5,78.8,1
862,Female,Asian,25,Bachelor,16,66.2,45.7,1
863,Female,White,46,Master,1,49.9,22.8,0
864,Male,Black,51,Bachelor,28,66.2,30.2,1
865,Male,Hispanic,30,PhD,19,89.4,93.2,1
866,Female,Hispanic,42,PhD,5,78.0,59.5,1
867,Male,White,41,Master,7,50.3,56.3,1
868,Male,White,40,Bachelor,28,44.1,23.0,1
869,Female,White,40,High School,15,48.6,78.3,0
870,Non-binary,Asian,33,Master,18,41.9,62.2,1
871,Male,Asian,58,High School,0,36.7,36.2,0
872,Male,White,63,Master,2,59.3,28.8,1
873,Female,Black,38,Bachelor,27,37.9,50.7,0
874,Male,Asian,58,Bachelor,2,42.0,87.0,1
875,Male,Asian,60,PhD,4,68.3,89.2,1
876,Male,Black,49,Master,26,41.5,68.2,0
877,Female,Black,62,Bachelor,11,34.5,78.2,1
878,Female,Black,56,Bachelor,11,52.2,29.2,0
879,Male,White,39,Bachelor,19,45.4,67.1,1
880,Male,Black,35,Master,12,66.1,73.4,0
881,Male,Asian,56,Bachelor,19,37.2,36.1,0
882,Female,Hispanic,65,PhD,8,82.6,90.4,1
883,Male,Black,62,Master,6,93.4,35.6,1
884,Male,Asian,28,Bachelor,3,82.0,45.1,0
885,Female,White,62,Master,18,67.3,69.6,1
886,Male,Black,34,Bachelor,21,90.2,71.1,0
887,Female,White,39,Bachelor,18,78.6,76.0,1
888,Male,White,58,PhD,5,30.7,29.0,0
889,Male,Asian,34,High School,26,57.6,88.0,1
890,Male,Hispanic,57,Bachelor,12,89.6,62.6,1
891,Female,White,52,Bachelor,10,54.2,57.7,0
892,Female,Black,23,Bachelor,12,32.5,98.5,0
893,Female,Asian,37,Bachelor,12,82.2,79.2,1
894,Male,White,30,Master,27,86.1,29.4,1
895,Female,Black,30,Master,24,41.2,80.5,0
896,Male,Asian,59,Master,21,67.6,27.6,1
897,Male,Black,32,High School,27,43.4,22.2,0
898,Female,White,43,Bachelor,19,80.3,52.3,1
899,Male,White,54,Bachelor,14,49.0,99.5,1
900,Male,Asian,57,Bachelor,20,52.1,34.0,1
901,Male,Black,44,Bachelor,12,89.1,73.8,1
902,Male,White,55,High School,21,63.3,33.9,1
903,Male,Asian,30,Bachelor,10,76.9,78.0,1
904,Female,White,45,Bachelor,18,58.2,60.4,0
905,Male,Asian,29,PhD,7,50.9,74.4,1
906,Female,White,28,PhD,19,73.8,36.2,1
907,Female,Hispanic,57,Master,7,40.8,79.7,1
908,Male,White,39,PhD,9,56.1,99.6,1
909,Male,White,24,Master,25,44.6,73.3,1
910,Male,White,49,Bachelor,15,78.7,59.5,1
911,Female,White,27,High School,18,96.1,93.9,1
912,Male,Hispanic,65,Master,25,99.7,21.3,0
913,Female,Hispanic,65,Master,22,61.5,78.4,1
914,Male,White,42,Master,10,47.7,91.1,1
915,Female,Black,49,Master,12,61.0,24.9,0
916,Male,Asian,61,Bachelor,27,89.3,56.0,1
917,Male,Hispanic,22,Master,8,44.4,36.4,1
918,Non-binary,Black,57,PhD,19,96.6,65.3,0
919,Female,White,42,Bachelor,23,53.9,72.0,1
920,Male,Black,64,Master,18,99.0,44.2,0
921,Female,Asian,56,Bachelor,15,88.7,56.8,0
922,Female,White,34,Master,6,86.6,42.3,1
923,Female,Black,31,Master,18,52.3,49.6,0
924,Female,White,65,High School,11,30.6,32.8,0
925,Male,Asian,31,Master,14,56.7,90.8,1
926,Male,White,34,Bachelor,30,51.1,20.8,0
927,Male,Black,58,Master,22,32.6,90.6,1
928,Female,Black,59,Bachelor,13,65.4,65.7,0
929,Female,Black,45,Master,10,58.2,46.5,0
930,Male,White,23,High School,25,74.4,77.8,1
931,Male,Black,43,Master,9,73.5,60.6,0
932,Female,Black,38,Bachelor,26,38.5,59.9,1
933,Non-binary,Black,57,Master,10,98.4,28.8,1
934,Female,Black,35,PhD,5,43.1,51.2,0
935,Male,Asian,31,PhD,1,61.2,39.3,0
936,Male,Asian,56,Master,10,64.2,21.3,1
937,Male,White,46,Master,18,86.9,48.8,1
938,Non-binary,Asian,24,Bachelor,5,36.9,27.2,1
939,Male,Black,59,Bachelor,13,60.0,40.5,1
940,Female,White,38,Bachelor,19,74.0,27.4,0
941,Male,White,33,Master,5,45.1,28.1,1
942,Female,White,45,PhD,16,73.9,35.9,0
943,Female,Asian,50,High School,9,94.7,100.0,1
944,Female,Asian,64,PhD,27,99.8,20.2,0
945,Male,Asian,46,Master,0,32.3,71.1,0
946,Male,Black,57,Master,2,46.5,31.3,0
947,Male,Black,47,High School,7,51.7,93.7,1
948,Non-binary,White,59,High School,7,57.9,27.5,0
949,Female,White,22,Bachelor,26,47.0,96.4,1
950,Female,Black,41,Master,19,44.2,68.9,0
951,Female,White,49,Bachelor,21,96.8,20.1,1
952,Female,White,37,Bachelor,14,94.3,91.5,1
953,Male,Black,38,Master,23,33.3,61.7,1
954,Non-binary,Asian,61,Master,6,53.7,41.0,0
955,Male,Hispanic,49,PhD,10,58.4,81.4,1
956,Male,Hispanic,33,Bachelor,6,46.7,94.1,1
957,Female,Black,48,Bachelor,28,74.0,58.7,1
958,Male,Black,63,Master,3,74.8,45.2,0
959,Male,Black,51,Bachelor,24,89.5,83.1,1
960,Female,Asian,62,High School,11,81.9,74.5,0
961,Male,White,55,Bachelor,25,68.0,91.1,1
962,Female,Black,58,Bachelor,5,75.8,75.4,0
963,Male,Asian,27,Bachelor,13,49.2,39.5,1
964,Male,White,28,Bachelor,11,71.5,94.5,1
965,Male,Black,53,Bachelor,10,64.2,28.4,0
966,Male,Black,53,High School,18,39.3,41.4,1
967,Female,White,46,Master,20,47.0,61.6,1
968,Male,White,54,Bachelor,4,50.4,65.3,1
969,Female,White,28,Master,13,94.7,21.2,1
970,Female,White,33,High School,20,46.1,82.4,1
971,Female,White,37,Bachelor,23,50.2,48.9,0
972,Non-binary,Asian,37,Master,15,55.9,52.5,1
973,Female,White,64,Bachelor,24,76.5,84.7,1
974,Male,Black,57,Bachelor,12,38.3,50.3,0
975,Male,White,34,Bachelor,24,96.8,23.8,1
976,Male,Hispanic,28,PhD,28,90.6,34.1,0
977,Female,White,57,Bachelor,21,70.4,96.5,1
978,Male,Black,30,Bachelor,21,77.2,25.6,1
979,Female,Hispanic,53,Master,24,31.2,48.4,0
980,Female,Asian,32,Bachelor,19,53.7,60.3,0
981,Male,White,29,Bachelor,21,85.7,59.5,1
982,Female,Asian,54,Bachelor,3,35.4,20.3,0
983,Male,Black,44,Master,10,49.8,60.1,1
984,Male,Black,46,Bachelor,16,71.0,50.7,0
985,Female,White,29,High School,6,47.9,97.8,1
986,Female,White,43,Bachelor,13,95.4,32.7,1
987,Female,Asian,25,Master,25,39.2,48.3,0
988,Male,Black,61,High School,10,85.8,53.6,1
989,Male,Black,24,PhD,27,65.6,51.3,0
990,Female,Asian,50,Bachelor,21,82.5,73.3,0
991,Female,Asian,62,PhD,8,51.8,37.2,0
992,Female,White,50,PhD,22,66.0,37.7,1
993,Male,Black,55,Bachelor,12,90.0,78.3,1
994,Female,White,55,High School,22,62.7,60.0,1
995,Male,Asian,49,High School,17,55.2,53.2,0
996,Male,Asian,34,Bachelor,27,67.5,33.5,1
997,Non-binary,Hispanic,36,Master,10,80.2,35.0,0
998,Male,White,44,Bachelor,14,61.0,20.8,1
999,Non-binary,White,65,Bachelor,24,95.7,27.3,1
1000,Male,White,47,Bachelor,25,50.6,64.5,1
